url_length,hostname_length,path_length,num_dots,num_hyphens,num_digits,has_ip,https_present,num_subdomains,tld_length,contains_login,contains_secure,contains_account,contains_update,contains_verify,label
18,10,0,2,0,0,0,1,0,5,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,3,0,1,0,3,0,0,0,0,0,0
25,17,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,1,0,0,1,0,3,0,0,0,0,0,0
29,21,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,1,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0
14,6,0,1,0,3,0,1,0,2,0,0,0,0,0,0
28,20,0,1,1,0,0,1,0,3,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
14,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
26,18,0,1,0,0,0,1,0,3,0,0,0,0,0,0
27,19,0,2,0,0,0,1,0,6,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
26,18,0,1,0,1,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
14,6,0,1,0,1,0,1,0,2,0,0,0,0,0,0
30,22,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,2,0,1,0,3,0,0,0,0,0,0
23,15,0,1,1,0,0,1,0,3,0,0,0,0,0,0
14,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0
29,21,0,1,0,0,0,1,0,3,0,0,0,0,0,0
26,18,0,1,1,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,2,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,1,0,1,0,2,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,2,0,0,0,0,0,0
17,9,0,2,0,0,0,1,0,5,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0
26,18,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0
23,15,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,2,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,2,0,0,0,1,0,6,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0
25,17,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0
16,8,0,1,0,1,0,1,0,3,0,0,0,0,0,0
23,15,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
31,23,0,1,0,0,0,1,0,3,0,0,0,0,0,0
27,19,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
13,5,0,1,0,0,0,1,0,2,0,0,0,0,0,0
23,15,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,2,0,0,0,1,0,6,0,0,0,0,0,0
26,18,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,1,0,0,1,0,2,0,0,0,0,0,0
20,12,0,1,1,1,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0
25,17,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,2,0,0,0,0,0,0
24,16,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,2,0,0,0,0,0,0
23,15,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
14,6,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,3,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
14,6,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,2,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
27,19,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
23,15,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,3,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,1,0,1,0,4,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,6,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,2,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,2,0,0,0,0,0,0
14,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0
25,17,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
15,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0
22,14,0,1,0,0,0,1,0,3,0,0,0,0,0,0
24,16,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,1,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
17,9,0,1,0,0,0,1,0,3,0,0,0,0,0,0
23,15,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
24,16,0,1,1,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,2,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
24,16,0,1,1,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
18,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
20,12,0,2,0,0,0,1,0,6,0,0,0,0,0,0
20,12,0,1,0,0,0,1,0,3,0,0,0,0,0,0
19,11,0,1,0,0,0,1,0,3,0,0,0,0,0,0
24,16,0,1,0,0,0,1,0,3,0,0,0,0,0,0
21,13,0,1,0,0,0,1,0,3,0,0,0,0,0,0
16,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0
